user_id,timestamp,activity_type,device_type,search_id,search_query,results_returned,clicked_result_position,search_duration_seconds,used_filters,Has Auto Playback,is_clicked,clicked_position
user_01335,2025-12-24 18:57:00,Search,Mobile,search_014239,new releases,18.0,1.0,6.6,True,0,1,1.0
user_01336,2025-09-27 21:07:00,Search,Mobile,search_020401,superhero movies,80.0,3.0,6.8,True,0,1,3.0
user_01337,2025-04-21 19:11:00,Search,Mobile,search_001755,sci-fi,5.0,-1.0,22.0,False,0,0,
user_01337,2025-09-16 19:59:00,Search,Mobile,search_005004,christmas movies,84.0,-1.0,31.6,False,0,0,
user_01337,2025-11-15 20:21:00,Search,Mobile,search_001127,series with only one season,38.0,-1.0,6.0,False,0,0,
user_01338,2025-09-03 18:06:00,Search,Mobile,search_018069,biographies,35.0,2.0,37.0,True,0,1,2.0
user_01338,2025-04-30 19:57:00,Search,Mobile,search_002582,true crime,27.0,-1.0,4.1,False,0,0,
user_01338,2025-06-11 22:57:00,Search,TV,search_007348,christmas movies,80.0,7.0,15.9,True,0,1,7.0
user_01338,2025-09-08 22:39:00,Search,Mobile,search_018043,war movies,47.0,-1.0,19.9,False,0,0,
user_01339,2025-01-05 18:19:00,Search,Mobile,search_007971,animated shows,5.0,-1.0,31.9,True,0,0,
user_01339,2025-06-13 22:53:00,Search,Mobile,search_019624,trending now,27.0,-1.0,4.4,False,0,0,
user_01340,2025-05-07 22:48:00,Search,Mobile,search_005512,music documentaries,28.0,-1.0,11.4,True,0,0,
user_01340,2025-06-20 22:46:00,Search,Mobile,search_000954,comedy shows,53.0,3.0,33.3,False,0,1,3.0
user_01340,2025-08-29 22:59:00,Search,Mobile,search_015868,stand up comedy,85.0,-1.0,38.8,False,0,0,
user_01340,2025-12-28 22:17:00,Search,TV,search_018392,action movies,80.0,9.0,26.7,False,0,1,9.0
user_01341,2025-06-04 18:39:00,Search,Mobile,search_004400,classic movies,47.0,7.0,24.0,False,0,1,7.0
user_01341,2025-06-08 20:24:00,Search,Mobile,search_019442,comedy shows,78.0,4.0,5.8,False,0,1,4.0
user_01342,2025-10-10 22:09:00,Search,Mobile,search_016303,biographies,83.0,4.0,35.9,False,0,1,4.0
user_01342,2025-09-30 19:41:00,Search,Mobile,search_005560,thriller series,41.0,-1.0,38.4,True,0,0,
user_01343,2025-05-08 22:18:00,Search,TV,search_016680,horror movies,85.0,1.0,5.8,False,0,1,1.0
user_01343,2025-05-14 19:11:00,Search,Mobile,search_018725,sci-fi,52.0,-1.0,8.8,False,0,0,
user_01343,2025-07-27 20:53:00,Search,Laptop,search_022303,thriller series,42.0,-1.0,15.7,False,0,0,
user_01346,2025-03-28 20:35:00,Search,Mobile,search_020996,superhero movies,14.0,1.0,35.1,False,0,1,1.0
user_01346,2025-05-14 18:39:00,Search,Mobile,search_006279,christmas movies,90.0,4.0,11.5,True,0,1,4.0
user_01346,2025-12-27 23:00:00,Search,TV,search_019484,drama series,28.0,-1.0,26.6,False,0,0,
user_01346,2025-10-23 22:31:00,Search,Mobile,search_010449,family movies,10.0,-1.0,48.0,False,0,0,
user_01347,2025-07-08 21:01:00,Search,Mobile,search_001884,war movies,84.0,-1.0,36.4,False,0,0,
user_01347,2025-06-16 20:07:00,Search,Tablet,search_014510,family movies,49.0,-1.0,18.9,False,0,0,
user_01348,2025-06-10 21:12:00,Search,TV,search_016547,drama series,31.0,9.0,7.6,False,0,1,9.0
user_01348,2025-06-10 21:45:00,Search,Laptop,search_016547,drama series,31.0,9.0,7.6,False,0,1,9.0
user_01348,2025-12-18 19:36:00,Search,Mobile,search_004551,family movies,11.0,7.0,6.1,False,0,1,7.0
user_01349,2025-03-21 18:55:00,Search,Mobile,search_022522,horror movies,73.0,3.0,24.7,False,0,1,3.0
user_01350,2025-12-02 19:16:00,Search,Tablet,search_006410,travel documentaries,98.0,-1.0,20.1,True,0,0,
user_01350,2025-07-11 20:45:00,Search,TV,search_011235,drama series,64.0,-1.0,12.4,True,0,0,
user_01350,2025-10-28 21:54:00,Search,Tablet,search_008749,christmas movies,61.0,-1.0,43.3,False,0,0,
user_01352,2025-02-24 18:51:00,Search,TV,search_002411,cooking shows,93.0,-1.0,22.3,False,0,0,
user_01352,2025-05-04 18:59:00,Search,Mobile,search_001006,war movies,69.0,-1.0,22.5,True,0,0,
user_01352,2025-10-20 18:10:00,Search,TV,search_010233,true crime,67.0,-1.0,45.2,True,0,0,
user_01352,2025-11-08 20:41:00,Search,TV,search_015107,halloween movies,21.0,-1.0,3.8,False,0,0,
user_01352,2025-12-07 20:01:00,Search,Laptop,search_015593,korean drama,91.0,9.0,39.4,False,0,1,9.0
user_01352,2025-07-05 20:40:00,Search,TV,search_019687,true crime,61.0,-1.0,14.4,False,0,0,
user_01352,2025-11-07 19:27:00,Search,Tablet,search_003468,halloween movies,88.0,6.0,39.8,False,0,1,6.0
user_01353,2025-08-07 20:09:00,Search,TV,search_007606,animated shows,81.0,7.0,10.5,False,0,1,7.0
user_01354,2025-03-09 18:37:00,Search,TV,search_008173,classic movies,93.0,6.0,42.8,False,0,1,6.0
user_01354,2025-03-09 20:13:00,Search,TV,search_008173,classic movies,93.0,6.0,42.8,False,0,1,6.0
user_01354,2025-01-05 22:32:00,Search,Mobile,search_020879,trending now,73.0,-1.0,20.5,False,0,0,
user_01354,2025-03-06 22:26:00,Search,Mobile,search_024137,cooking shows,81.0,-1.0,31.2,False,0,0,
user_01355,2025-03-20 22:12:00,Search,TV,search_003608,war movies,97.0,9.0,11.4,False,0,1,9.0
user_01356,2025-02-12 22:19:00,Search,TV,search_023088,sci-fi,85.0,-1.0,0.0,True,0,0,
user_01356,2025-12-04 18:55:00,Search,Mobile,search_019653,classic movies,39.0,-1.0,11.9,False,0,0,
user_01356,2025-02-23 18:17:00,Search,Mobile,search_012812,korean drama,63.0,-1.0,7.1,False,0,0,
user_01356,2025-12-20 22:38:00,Search,TV,search_020513,travel documentaries,50.0,5.0,29.5,True,0,1,5.0
user_01357,2025-06-18 20:41:00,Search,Tablet,search_022091,action movies,31.0,2.0,13.8,False,0,1,2.0
user_01358,2025-06-23 18:12:00,Search,Mobile,search_010026,comedy shows,66.0,2.0,17.9,False,0,1,2.0
user_01359,2025-04-12 19:46:00,Search,Mobile,search_005271,true crime,61.0,-1.0,75.3,False,0,0,
user_01359,2025-09-28 19:05:00,Search,TV,search_021656,series with only one season,57.0,-1.0,16.6,True,0,0,
user_01360,2025-01-09 21:30:00,Search,Mobile,search_022521,family movies,19.0,7.0,25.1,False,0,1,7.0
user_01360,2025-04-18 20:23:00,Search,Tablet,search_000735,cooking shows,78.0,-1.0,10.6,True,0,0,
user_01360,2025-05-26 19:31:00,Search,Mobile,search_015785,animated shows,2.0,3.0,15.7,False,0,1,3.0
user_01360,2025-12-11 20:35:00,Search,Mobile,search_015343,romantic comedies,99.0,-1.0,24.7,False,0,0,
user_01360,2025-03-20 21:14:00,Search,Mobile,search_020028,christmas movies,57.0,10.0,12.5,False,0,1,10.0
user_01360,2025-07-12 18:14:00,Search,Tablet,search_008305,music documentaries,90.0,2.0,6.9,False,0,1,2.0
user_01360,2025-10-28 19:28:00,Search,TV,search_022392,family movies,41.0,10.0,27.9,False,0,1,10.0
user_01362,2025-08-22 18:19:00,Search,TV,search_013939,drama series,13.0,-1.0,19.3,False,0,0,
user_01362,2025-09-10 22:20:00,Search,Tablet,search_019286,thriller series,73.0,-1.0,4.5,False,0,0,
user_01363,2025-06-23 20:14:00,Search,Mobile,search_022841,family movies,64.0,5.0,35.2,False,0,1,5.0
user_01363,2025-06-23 21:24:00,Search,TV,search_022841,family movies,64.0,5.0,35.2,False,0,1,5.0
user_01363,2025-07-20 20:55:00,Search,Mobile,search_008487,shows with strong female leads,2.0,-1.0,17.5,False,0,0,
user_01364,2025-09-04 19:30:00,Search,Tablet,search_020282,new releases,7.0,9.0,30.9,False,0,1,9.0
user_01364,2025-12-29 19:51:00,Search,Mobile,search_006466,biographies,45.0,2.0,41.9,False,0,1,2.0
user_01364,2025-08-05 20:48:00,Search,Mobile,search_007092,romantic comedies,44.0,9.0,5.4,True,0,1,9.0
user_01365,2025-03-27 19:57:00,Search,Mobile,search_007612,thriller series,40.0,9.0,9.2,False,0,1,9.0
user_01366,2025-04-11 19:42:00,Search,Tablet,search_015652,christmas movies,68.0,7.0,4.3,False,0,1,7.0
user_01366,2025-09-26 18:46:00,Search,TV,search_024105,new releases,25.0,-1.0,21.6,True,0,0,
user_01366,2025-09-26 19:17:00,Search,Mobile,search_024105,new releases,25.0,-1.0,21.6,True,0,0,
user_01367,2025-10-03 21:42:00,Search,Mobile,search_001842,family movies,35.0,10.0,10.6,True,0,1,10.0
user_01367,2025-10-03 22:22:00,Search,Laptop,search_001842,family movies,35.0,10.0,10.6,True,0,1,10.0
user_01367,2025-09-29 23:00:00,Search,Mobile,search_020512,new releases,96.0,-1.0,14.2,False,0,0,
user_01367,2025-09-29 23:59:00,Search,Mobile,search_020512,new releases,96.0,-1.0,14.2,False,0,0,
user_01368,2025-02-23 19:12:00,Search,Tablet,search_015519,christmas movies,76.0,6.0,15.6,True,0,1,6.0
user_01369,2025-10-01 21:07:00,Search,TV,search_007130,superhero movies,13.0,-1.0,14.9,False,0,0,
user_01369,2025-05-09 18:07:00,Search,Mobile,search_016644,war movies,19.0,-1.0,7.9,False,0,0,
user_01369,2025-05-11 21:01:00,Search,Mobile,search_021927,cooking shows,7.0,3.0,9.7,True,0,1,3.0
user_01370,2025-04-23 20:15:00,Search,Mobile,search_017193,romantic comedies,70.0,-1.0,16.1,True,0,0,
user_01370,2025-09-18 21:18:00,Search,Laptop,search_000543,christmas movies,8.0,2.0,19.9,False,0,1,2.0
user_01370,2025-11-20 19:52:00,Search,Mobile,search_003370,new releases,66.0,4.0,25.0,True,0,1,4.0
user_01371,2025-09-12 19:52:00,Search,Mobile,search_007144,documentaries,93.0,-1.0,19.1,True,0,0,
user_01372,2025-03-06 22:18:00,Search,Mobile,search_022911,documentaries,90.0,6.0,3.2,False,0,1,6.0
user_01372,2025-03-10 19:06:00,Search,Mobile,search_003232,documentaries,8.0,-1.0,10.8,False,0,0,
user_01372,2025-08-31 21:27:00,Search,Tablet,search_021417,best movies 2024,90.0,10.0,23.4,False,0,1,10.0
user_01372,2025-02-26 18:58:00,Search,Mobile,search_007284,classic movies,52.0,7.0,30.4,True,0,1,7.0
user_01372,2025-03-25 22:10:00,Search,Mobile,search_009380,romantic comedies,77.0,7.0,8.0,False,0,1,7.0
user_01372,2025-04-09 22:20:00,Search,Mobile,search_017466,family movies,52.0,2.0,0.0,True,0,1,2.0
user_01373,2025-05-02 20:12:00,Search,Tablet,search_023778,biographies,20.0,-1.0,13.3,False,0,0,
user_01374,2025-06-24 20:28:00,Search,Mobile,search_010329,cooking shows,84.0,-1.0,5.3,False,0,0,
user_01374,2025-07-13 22:09:00,Search,Mobile,search_001562,short episodes under 30 minutes,31.0,-1.0,0.0,False,0,0,
user_01374,2025-10-01 20:50:00,Search,Tablet,search_001043,drama series,23.0,-1.0,18.8,False,0,0,
user_01374,2025-06-02 20:22:00,Search,TV,search_002553,documentaries,34.0,4.0,28.8,False,0,1,4.0
user_01375,2025-02-12 20:10:00,Search,Tablet,search_014385,short episodes under 30 minutes,0.0,3.0,21.7,False,0,1,3.0
user_01375,2025-12-26 18:45:00,Search,Tablet,search_007538,best movies 2024,36.0,8.0,7.4,False,0,1,8.0
user_01375,2025-12-27 20:06:00,Search,TV,search_018448,travel documentaries,51.0,9.0,22.1,False,0,1,9.0
user_01376,2025-03-31 21:51:00,Search,TV,search_003227,new releases,74.0,4.0,0.0,False,0,1,4.0
user_01376,2025-05-06 19:18:00,Search,TV,search_002474,documentaries,1.0,7.0,14.2,True,0,1,7.0
user_01376,2025-07-04 20:19:00,Search,TV,search_000347,horror movies,78.0,-1.0,4.0,False,0,0,
user_01377,2025-01-14 19:53:00,Search,Desktop,search_009178,horror movies,30.0,1.0,12.7,True,0,1,1.0
user_01377,2025-03-03 20:22:00,Search,Mobile,search_014865,christmas movies,10.0,-1.0,9.7,False,0,0,
user_01377,2025-04-11 20:35:00,Search,Mobile,search_000077,korean drama,97.0,5.0,24.0,False,0,1,5.0
user_01377,2025-03-12 20:43:00,Search,Mobile,search_016928,classic movies,38.0,2.0,12.7,False,0,1,2.0
user_01379,2025-03-21 18:19:00,Search,TV,search_015120,travel documentaries,24.0,2.0,24.2,False,0,1,2.0
user_01379,2025-07-20 20:09:00,Search,TV,search_020867,documentaries,86.0,-1.0,24.4,False,0,0,
user_01379,2025-05-21 18:26:00,Search,Mobile,search_004851,shows with strong female leads,87.0,2.0,32.9,True,0,1,2.0
user_01379,2025-12-07 22:37:00,Search,TV,search_018206,superhero movies,45.0,10.0,9.8,True,0,1,10.0
user_01380,2025-06-07 21:37:00,Search,Tablet,search_001324,korean drama,43.0,-1.0,13.2,False,0,0,
user_01380,2025-05-31 20:09:00,Search,Mobile,search_004290,documentaries,7.0,10.0,28.3,False,0,1,10.0
user_01380,2025-09-14 21:13:00,Search,Mobile,search_002791,shows with strong female leads,68.0,-1.0,32.3,False,0,0,
user_01380,2025-11-14 19:19:00,Search,Mobile,search_011150,thriller series,46.0,5.0,44.5,False,0,1,5.0
user_01380,2025-11-14 20:10:00,Search,TV,search_011150,thriller series,46.0,5.0,44.5,False,0,1,5.0
user_01380,2025-12-10 22:58:00,Search,TV,search_001109,action movies,82.0,9.0,2.6,False,0,1,9.0
user_01381,2025-01-16 19:31:00,Search,Mobile,search_006463,halloween movies,56.0,-1.0,35.7,True,0,0,
user_01381,2025-12-26 18:20:00,Search,Mobile,search_022651,short episodes under 30 minutes,89.0,-1.0,26.3,False,0,0,
user_01382,2025-04-06 20:31:00,Search,TV,search_017772,shows with strong female leads,30.0,2.0,3.7,False,0,1,2.0
user_01382,2025-09-19 20:52:00,Search,TV,search_022661,horror movies,65.0,-1.0,14.0,False,0,0,
user_01383,2025-09-29 22:35:00,Search,TV,search_013995,cooking shows,80.0,-1.0,21.0,False,0,0,
user_01383,2025-07-01 21:59:00,Search,Tablet,search_021405,movies based on true stories,83.0,6.0,35.8,False,0,1,6.0
user_01384,2025-02-25 19:29:00,Search,TV,search_020722,stand up comedy,95.0,7.0,9.7,False,0,1,7.0
user_01384,2025-07-13 22:33:00,Search,Tablet,search_010507,movies based on true stories,49.0,-1.0,20.2,False,0,0,
user_01385,2025-07-13 22:46:00,Search,Mobile,search_008624,true crime,33.0,5.0,15.4,False,0,1,5.0
user_01386,2025-01-27 18:55:00,Search,Mobile,search_001126,trending now,65.0,10.0,17.2,True,0,1,10.0
user_01386,2025-07-05 20:11:00,Search,Tablet,search_024954,horror movies,57.0,-1.0,8.4,False,0,0,
user_01386,2025-06-10 22:31:00,Search,TV,search_000399,drama series,48.0,10.0,5.5,False,0,1,10.0
user_01386,2025-10-14 19:25:00,Search,Tablet,search_008904,new releases,30.0,-1.0,2.9,False,0,0,
user_01387,2025-08-04 18:51:00,Search,Mobile,search_016288,travel documentaries,0.0,8.0,33.6,False,0,1,8.0
user_01389,2025-05-27 22:51:00,Search,TV,search_023697,thriller series,43.0,4.0,19.6,False,0,1,4.0
user_01389,2025-05-04 21:54:00,Search,TV,search_011209,drama series,12.0,2.0,18.0,False,0,1,2.0
user_01389,2025-05-16 18:53:00,Search,Mobile,search_003865,romantic comedies,71.0,-1.0,17.5,False,0,0,
user_01389,2025-08-14 22:09:00,Search,Mobile,search_015670,netflix originals,70.0,-1.0,21.6,False,0,0,
user_01389,2025-09-08 22:00:00,Search,Mobile,search_022174,stand up comedy,3.0,3.0,24.6,False,0,1,3.0
user_01389,2025-10-06 19:49:00,Search,Tablet,search_016316,trending now,63.0,7.0,12.7,False,0,1,7.0
user_01390,2025-01-03 18:38:00,Search,TV,search_013270,best movies 2024,57.0,9.0,0.0,False,0,1,9.0
user_01390,2025-09-08 22:54:00,Search,TV,search_024438,new releases,70.0,-1.0,15.1,False,0,0,
user_01390,2025-08-14 20:57:00,Search,Desktop,search_006327,thriller series,38.0,-1.0,44.8,False,0,0,
user_01390,2025-09-09 21:23:00,Search,TV,search_018536,halloween movies,78.0,-1.0,14.7,False,0,0,
user_01391,2025-04-27 20:34:00,Search,Laptop,search_018282,thriller series,32.0,7.0,14.3,True,0,1,7.0
user_01391,2025-09-16 19:45:00,Search,TV,search_009329,stand up comedy,30.0,-1.0,21.2,True,0,0,
user_01392,2025-12-02 19:56:00,Search,Mobile,search_011228,trending now,41.0,9.0,3.0,False,0,1,9.0
user_01392,2025-08-04 18:37:00,Search,Laptop,search_004041,thriller series,73.0,7.0,0.0,False,0,1,7.0
user_01392,2025-12-25 22:10:00,Search,Mobile,search_002933,series with only one season,74.0,-1.0,4.0,False,0,0,
user_01393,2025-02-24 18:34:00,Search,TV,search_006019,new releases,78.0,3.0,34.4,False,0,1,3.0
user_01393,2025-06-25 22:16:00,Search,Mobile,search_012042,drama series,73.0,10.0,52.3,False,0,1,10.0
user_01393,2025-06-25 23:33:00,Search,TV,search_012042,drama series,73.0,10.0,52.3,False,0,1,10.0
user_01394,2025-05-16 18:19:00,Search,Mobile,search_018714,action movies,4.0,2.0,7.0,True,0,1,2.0
user_01394,2025-07-16 20:32:00,Search,TV,search_018829,horror movies,35.0,-1.0,23.5,False,0,0,
user_01395,2025-01-17 21:35:00,Search,Desktop,search_004218,series with only one season,31.0,-1.0,0.0,True,0,0,
user_01395,2025-03-11 20:04:00,Search,Desktop,search_005462,war movies,58.0,-1.0,18.9,False,0,0,
user_01395,2025-03-11 21:07:00,Search,Mobile,search_005462,war movies,58.0,-1.0,18.9,False,0,0,
user_01396,2025-08-04 22:16:00,Search,Mobile,search_012864,comedy shows,57.0,-1.0,20.1,False,0,0,
user_01396,2025-08-20 22:27:00,Search,Mobile,search_001594,family movies,95.0,4.0,28.1,False,0,1,4.0
user_01397,2025-04-24 22:21:00,Search,TV,search_002087,biographies,90.0,-1.0,10.5,False,0,0,
user_01399,2025-03-11 21:41:00,Search,Mobile,search_015345,sci-fi,76.0,-1.0,17.7,False,0,0,
user_01399,2025-03-11 23:02:00,Search,Tablet,search_015345,sci-fi,76.0,-1.0,17.7,False,0,0,
user_01399,2025-04-06 18:27:00,Search,Mobile,search_016925,horror movies,69.0,-1.0,8.2,True,0,0,
user_01399,2025-12-18 20:18:00,Search,Desktop,search_007581,new releases,75.0,10.0,16.9,False,0,1,10.0
user_01400,2025-03-08 20:32:00,Search,Mobile,search_017822,music documentaries,88.0,8.0,18.8,False,0,1,8.0
user_01400,2025-03-08 22:05:00,Search,Mobile,search_017822,music documentaries,88.0,8.0,18.8,False,0,1,8.0
user_01400,2025-04-16 19:27:00,Search,TV,search_011032,cooking shows,48.0,10.0,17.3,False,0,1,10.0
user_01400,2025-05-10 18:04:00,Search,TV,search_012983,drama series,44.0,8.0,26.7,True,0,1,8.0
user_01400,2025-05-10 18:50:00,Search,Mobile,search_012983,drama series,44.0,8.0,26.7,True,0,1,8.0
user_01400,2025-07-18 18:25:00,Search,Mobile,search_018634,halloween movies,44.0,1.0,9.2,False,0,1,1.0
user_01400,2025-01-19 22:40:00,Search,Tablet,search_006300,true crime,90.0,1.0,26.1,False,0,1,1.0
user_01400,2025-02-17 18:27:00,Search,Mobile,search_009102,drama series,0.0,-1.0,12.9,False,0,0,
user_01400,2025-03-31 21:45:00,Search,TV,search_015362,short episodes under 30 minutes,35.0,10.0,7.4,False,0,1,10.0
user_01400,2025-12-29 22:29:00,Search,TV,search_019134,trending now,4.0,6.0,25.8,False,0,1,6.0
user_01401,2025-11-05 19:07:00,Search,TV,search_019423,christmas movies,55.0,-1.0,9.4,True,0,0,
user_01402,2025-08-30 21:21:00,Search,Mobile,search_019910,stand up comedy,26.0,-1.0,30.8,True,0,0,
user_01402,2025-08-30 21:52:00,Search,TV,search_019910,stand up comedy,26.0,-1.0,30.8,True,0,0,
user_01403,2025-02-01 22:11:00,Search,Mobile,search_022654,horror movies,9.0,7.0,26.4,False,0,1,7.0
user_01403,2025-03-20 22:49:00,Search,Mobile,search_003239,halloween movies,40.0,-1.0,20.2,False,0,0,
user_01403,2025-06-15 20:52:00,Search,Laptop,search_015442,war movies,37.0,5.0,30.0,False,0,1,5.0
user_01403,2025-11-06 20:45:00,Search,TV,search_009767,romantic comedies,70.0,-1.0,0.0,False,0,0,
user_01403,2025-11-28 21:31:00,Search,Tablet,search_001577,family movies,80.0,-1.0,6.5,True,0,0,
user_01404,2025-09-17 20:26:00,Search,TV,search_008252,documentaries,20.0,-1.0,11.0,False,0,0,
user_01404,2025-12-11 19:40:00,Search,Tablet,search_001627,drama series,20.0,-1.0,16.1,True,0,0,
user_01405,2025-04-05 20:59:00,Search,TV,search_005162,documentaries,75.0,2.0,23.5,True,0,1,2.0
user_01405,2025-09-23 21:36:00,Search,Laptop,search_017084,christmas movies,99.0,6.0,11.5,False,0,1,6.0
user_01407,2025-07-12 21:06:00,Search,Laptop,search_015014,horror movies,0.0,-1.0,16.0,False,0,0,
user_01407,2025-04-28 22:45:00,Search,TV,search_014476,travel documentaries,22.0,2.0,56.4,True,0,1,2.0
user_01407,2025-12-27 22:43:00,Search,Mobile,search_018419,documentaries,49.0,5.0,21.1,True,0,1,5.0
user_01408,2025-05-23 22:47:00,Search,TV,search_010913,trending now,26.0,3.0,24.5,True,0,1,3.0
user_01408,2025-04-07 22:57:00,Search,TV,search_011959,travel documentaries,81.0,3.0,3.5,False,0,1,3.0
user_01409,2025-01-18 22:09:00,Search,Desktop,search_020069,documentaries,2.0,-1.0,22.2,False,0,0,
user_01409,2025-03-09 21:11:00,Search,Tablet,search_000367,animated shows,46.0,6.0,6.4,False,0,1,6.0
user_01409,2025-05-14 20:55:00,Search,Mobile,search_017586,music documentaries,28.0,-1.0,39.3,False,0,0,
user_01409,2025-08-12 22:19:00,Search,TV,search_018976,romantic comedies,93.0,-1.0,6.9,False,0,0,
user_01409,2025-08-19 20:21:00,Search,TV,search_017719,classic movies,56.0,6.0,0.0,False,0,1,6.0
user_01410,2025-03-12 20:25:00,Search,Mobile,search_008507,animated shows,29.0,-1.0,15.3,False,0,0,
user_01410,2025-02-01 22:06:00,Search,Tablet,search_016915,family movies,44.0,-1.0,29.3,False,0,0,
user_01410,2025-02-01 22:51:00,Search,Mobile,search_016915,family movies,44.0,-1.0,29.3,False,0,0,
user_01410,2025-03-12 20:55:00,Search,TV,search_021123,romantic comedies,21.0,-1.0,22.3,False,0,0,
user_01410,2025-06-02 20:03:00,Search,TV,search_008056,sci-fi,94.0,7.0,6.7,True,0,1,7.0
user_01410,2025-07-10 19:37:00,Search,TV,search_010902,biographies,2.0,5.0,9.7,True,0,1,5.0
user_01410,2025-10-10 20:08:00,Search,Mobile,search_002934,drama series,52.0,-1.0,21.1,True,0,0,
user_01410,2025-11-26 20:46:00,Search,Mobile,search_002986,korean drama,51.0,10.0,13.1,False,0,1,10.0
user_01411,2025-01-18 22:43:00,Search,Tablet,search_009372,movies based on true stories,52.0,2.0,2.5,False,0,1,2.0
user_01412,2025-01-18 21:40:00,Search,TV,search_009387,drama series,45.0,-1.0,14.3,False,0,0,
user_01412,2025-03-07 22:17:00,Search,Tablet,search_012711,new releases,77.0,9.0,29.2,False,0,1,9.0
user_01412,2025-08-12 22:14:00,Search,Mobile,search_012294,series with only one season,5.0,6.0,10.7,True,0,1,6.0
user_01412,2025-10-08 22:35:00,Search,TV,search_021970,animated shows,64.0,6.0,49.0,False,0,1,6.0
user_01414,2025-01-18 21:46:00,Search,TV,search_011723,war movies,89.0,-1.0,24.3,False,0,0,
user_01414,2025-04-10 21:26:00,Search,Tablet,search_018132,new releases,35.0,-1.0,4.7,False,0,0,
user_01414,2025-06-29 22:07:00,Search,Tablet,search_016890,sci-fi,13.0,10.0,9.1,False,0,1,10.0
user_01414,2025-10-12 21:31:00,Search,Tablet,search_006085,superhero movies,8.0,-1.0,40.9,False,0,0,
user_01414,2025-02-21 20:19:00,Search,TV,search_017452,new releases,67.0,-1.0,9.5,False,0,0,
user_01414,2025-11-30 22:50:00,Search,Mobile,search_011466,drama series,10.0,-1.0,7.9,False,0,0,
user_01414,2025-11-30 23:02:00,Search,TV,search_011466,drama series,10.0,-1.0,7.9,False,0,0,
user_01415,2025-01-11 22:49:00,Search,TV,search_022918,stand up comedy,89.0,10.0,18.3,False,0,1,10.0
user_01415,2025-04-13 19:07:00,Search,Laptop,search_011262,war movies,92.0,5.0,8.0,False,0,1,5.0
user_01416,2025-08-05 20:30:00,Search,TV,search_009356,true crime,34.0,-1.0,22.5,False,0,0,
user_01416,2025-10-15 22:04:00,Search,Mobile,search_015647,animated shows,55.0,9.0,19.3,False,0,1,9.0
user_01417,2025-06-22 21:30:00,Search,Mobile,search_007945,travel documentaries,49.0,-1.0,11.1,True,0,0,
user_01417,2025-03-06 22:19:00,Search,Mobile,search_023383,drama series,44.0,7.0,18.7,False,0,1,7.0
user_01418,2025-09-09 22:53:00,Search,Mobile,search_005784,romantic comedies,42.0,8.0,16.8,True,0,1,8.0
user_01418,2025-09-08 20:07:00,Search,Desktop,search_010425,true crime,38.0,8.0,57.5,False,0,1,8.0
user_01418,2025-11-23 22:54:00,Search,Mobile,search_024184,animated shows,69.0,1.0,20.8,False,0,1,1.0
user_01419,2025-10-03 19:49:00,Search,Desktop,search_019907,superhero movies,86.0,-1.0,39.9,False,0,0,
user_01419,2025-12-08 20:25:00,Search,Mobile,search_022961,superhero movies,5.0,-1.0,5.4,False,0,0,
user_01420,2025-03-21 18:39:00,Search,TV,search_012602,travel documentaries,39.0,2.0,25.7,False,0,1,2.0
user_01420,2025-08-25 19:29:00,Search,Laptop,search_001874,drama series,85.0,-1.0,15.6,False,0,0,
user_01420,2025-12-07 18:00:00,Search,Tablet,search_007791,series with only one season,36.0,-1.0,12.4,False,0,0,
user_01422,2025-07-03 18:13:00,Search,Tablet,search_013325,documentaries,42.0,-1.0,0.0,False,0,0,
user_01422,2025-04-12 20:34:00,Search,Mobile,search_002645,korean drama,33.0,4.0,32.2,True,0,1,4.0
user_01423,2025-04-21 18:42:00,Search,Mobile,search_021717,horror movies,96.0,10.0,8.1,False,0,1,10.0
user_01423,2025-07-07 19:26:00,Search,Mobile,search_006683,halloween movies,82.0,-1.0,3.0,True,0,0,
user_01423,2025-10-27 21:50:00,Search,Tablet,search_023126,superhero movies,37.0,-1.0,7.6,True,0,0,
user_01423,2025-05-18 19:47:00,Search,TV,search_017587,family movies,60.0,-1.0,11.7,False,0,0,
user_01423,2025-10-22 21:04:00,Search,Tablet,search_004965,stand up comedy,78.0,7.0,0.0,False,0,1,7.0
user_01424,2025-01-15 21:46:00,Search,Mobile,search_014514,family movies,24.0,-1.0,9.6,False,0,0,
user_01424,2025-03-17 22:24:00,Search,TV,search_019636,netflix originals,63.0,-1.0,14.7,True,0,0,
user_01424,2025-05-17 18:08:00,Search,Tablet,search_001313,comedy shows,38.0,-1.0,8.0,False,0,0,
user_01425,2025-11-30 21:06:00,Search,Mobile,search_020930,family movies,50.0,-1.0,11.4,True,0,0,
user_01427,2025-03-01 18:38:00,Search,TV,search_013951,thriller series,36.0,-1.0,0.0,False,0,0,
user_01427,2025-06-17 19:32:00,Search,Laptop,search_015193,christmas movies,88.0,-1.0,12.4,False,0,0,
user_01427,2025-10-18 21:40:00,Search,Desktop,search_002493,travel documentaries,54.0,8.0,18.6,False,0,1,8.0
user_01428,2025-01-13 22:07:00,Search,TV,search_013190,sci-fi,49.0,2.0,13.8,True,0,1,2.0
user_01428,2025-02-04 19:43:00,Search,Mobile,search_006142,horror movies,4.0,1.0,5.0,True,0,1,1.0
user_01429,2025-04-25 18:18:00,Search,Mobile,search_002202,horror movies,41.0,7.0,16.9,False,0,1,7.0
